ID,name,composer,milliseconds,bytes,unitPrice,album_ID,mediaType_ID,genre_ID
1801,Enter Sandman,"James Hetfield, Lars Ulrich and Kirk Hammett",332251,10852002,0.99,148,1,3
1802,Sad But True,Ulrich,324754,10541258,0.99,148,1,3
1803,Holier Than Thou,Ulrich,227892,7462011,0.99,148,1,3
1804,The Unforgiven,"James Hetfield, Lars Ulrich and Kirk Hammett",387082,12646886,0.99,148,1,3
1805,Wherever I May Roam,Ulrich,404323,13161169,0.99,148,1,3
1806,Don't Tread On Me,Ulrich,240483,7827907,0.99,148,1,3
1807,Through The Never,"James Hetfield, Lars Ulrich and Kirk Hammett",244375,8024047,0.99,148,1,3
1808,Nothing Else Matters,Ulrich,388832,12606241,0.99,148,1,3
1809,Of Wolf And Man,"James Hetfield, Lars Ulrich and Kirk Hammett",256835,8339785,0.99,148,1,3
1810,The God That Failed,Ulrich,308610,10055959,0.99,148,1,3
1811,My Friend Of Misery,"James Hetfield, Lars Ulrich and Jason Newsted",409547,13293515,0.99,148,1,3
1812,The Struggle Within,Ulrich,234240,7654052,0.99,148,1,3
1813,Helpless,Harris/Tatler,398315,12977902,0.99,149,1,3
1814,The Small Hours,Holocaust,403435,13215133,0.99,149,1,3
1815,The Wait,Killing Joke,295418,9688418,0.99,149,1,3
1816,Crash Course In Brain Surgery,Bourge/Phillips/Shelley,190406,6233729,0.99,149,1,3
1817,Last Caress/Green Hell,Danzig,209972,6854313,0.99,149,1,3
1818,Am I Evil?,Harris/Tatler,470256,15387219,0.99,149,1,3
1819,Blitzkrieg,Jones/Sirotto/Smith,216685,7090018,0.99,149,1,3
1820,Breadfan,Bourge/Phillips/Shelley,341551,11100130,0.99,149,1,3
1821,The Prince,Harris/Tatler,265769,8624492,0.99,149,1,3
1822,Stone Cold Crazy,Deacon/May/Mercury/Taylor,137717,4514830,0.99,149,1,3
1823,So What,Culmer/Exalt,189152,6162894,0.99,149,1,3
1824,Killing Time,Sweet Savage,183693,6021197,0.99,149,1,3
1825,Overkill,Clarke/Kilmister/Tayler,245133,7971330,0.99,149,1,3
1826,Damage Case,Clarke/Farren/Kilmister/Tayler,220212,7212997,0.99,149,1,3
1827,Stone Dead Forever,Clarke/Kilmister/Tayler,292127,9556060,0.99,149,1,3
1828,Too Late Too Late,Clarke/Kilmister/Tayler,192052,6276291,0.99,149,1,3
1829,Hit The Lights,"James Hetfield, Lars Ulrich",257541,8357088,0.99,150,1,3
1830,The Four Horsemen,"James Hetfield, Lars Ulrich, Dave Mustaine",433188,14178138,0.99,150,1,3
1831,Motorbreath,James Hetfield,188395,6153933,0.99,150,1,3
1832,Jump In The Fire,"James Hetfield, Lars Ulrich, Dave Mustaine",281573,9135755,0.99,150,1,3
1833,(Anesthesia) Pulling Teeth,Cliff Burton,254955,8234710,0.99,150,1,3
1834,Whiplash,"James Hetfield, Lars Ulrich",249208,8102839,0.99,150,1,3
1835,Phantom Lord,"James Hetfield, Lars Ulrich, Dave Mustaine",302053,9817143,0.99,150,1,3
1836,No Remorse,"James Hetfield, Lars Ulrich",386795,12672166,0.99,150,1,3
1837,Seek & Destroy,"James Hetfield, Lars Ulrich",415817,13452301,0.99,150,1,3
1838,Metal Militia,"James Hetfield, Lars Ulrich, Dave Mustaine",311327,10141785,0.99,150,1,3
1839,Ain't My Bitch,"James Hetfield, Lars Ulrich",304457,9931015,0.99,151,1,3
1840,2 X 4,"James Hetfield, Lars Ulrich, Kirk Hammett",328254,10732251,0.99,151,1,3
1841,The House Jack Built,"James Hetfield, Lars Ulrich, Kirk Hammett",398942,13005152,0.99,151,1,3
1842,Until It Sleeps,"James Hetfield, Lars Ulrich",269740,8837394,0.99,151,1,3
1843,King Nothing,"James Hetfield, Lars Ulrich, Kirk Hammett",328097,10681477,0.99,151,1,3
1844,Hero Of The Day,"James Hetfield, Lars Ulrich, Kirk Hammett",261982,8540298,0.99,151,1,3
1845,Bleeding Me,"James Hetfield, Lars Ulrich, Kirk Hammett",497998,16249420,0.99,151,1,3
1846,Cure,"James Hetfield, Lars Ulrich",294347,9648615,0.99,151,1,3
1847,Poor Twisted Me,"James Hetfield, Lars Ulrich",240065,7854349,0.99,151,1,3
1848,Wasted My Hate,"James Hetfield, Lars Ulrich, Kirk Hammett",237296,7762300,0.99,151,1,3
1849,Mama Said,"James Hetfield, Lars Ulrich",319764,10508310,0.99,151,1,3
1850,Thorn Within,"James Hetfield, Lars Ulrich, Kirk Hammett",351738,11486686,0.99,151,1,3
1851,Ronnie,"James Hetfield, Lars Ulrich",317204,10390947,0.99,151,1,3
1852,The Outlaw Torn,"James Hetfield, Lars Ulrich",588721,19286261,0.99,151,1,3
1853,Battery,J.Hetfield/L.Ulrich,312424,10229577,0.99,152,1,3
1854,Master Of Puppets,K.Hammett,515239,16893720,0.99,152,1,3
1855,The Thing That Should Not Be,K.Hammett,396199,12952368,0.99,152,1,3
1856,Welcome Home (Sanitarium),K.Hammett,387186,12679965,0.99,152,1,3
1857,Disposable Heroes,J.Hetfield/L.Ulrich,496718,16135560,0.99,152,1,3
1858,Leper Messiah,C.Burton,347428,11310434,0.99,152,1,3
1859,Orion,K.Hammett,500062,16378477,0.99,152,1,3
1860,Damage Inc.,K.Hammett,330919,10725029,0.99,152,1,3
1861,Fuel,"Hetfield, Ulrich, Hammett",269557,8876811,0.99,153,1,3
1862,The Memory Remains,"Hetfield, Ulrich",279353,9110730,0.99,153,1,3
1863,Devil's Dance,"Hetfield, Ulrich",318955,10414832,0.99,153,1,3
1864,The Unforgiven II,"Hetfield, Ulrich, Hammett",395520,12886474,0.99,153,1,3
1865,Better Than You,"Hetfield, Ulrich",322899,10549070,0.99,153,1,3
1866,Slither,"Hetfield, Ulrich, Hammett",313103,10199789,0.99,153,1,3
1867,Carpe Diem Baby,"Hetfield, Ulrich, Hammett",372480,12170693,0.99,153,1,3
1868,Bad Seed,"Hetfield, Ulrich, Hammett",245394,8019586,0.99,153,1,3
1869,Where The Wild Things Are,"Hetfield, Ulrich, Newsted",414380,13571280,0.99,153,1,3
1870,Prince Charming,"Hetfield, Ulrich",365061,12009412,0.99,153,1,3
1871,Low Man's Lyric,"Hetfield, Ulrich",457639,14855583,0.99,153,1,3
1872,Attitude,"Hetfield, Ulrich",315898,10335734,0.99,153,1,3
1873,Fixxxer,"Hetfield, Ulrich, Hammett",496065,16190041,0.99,153,1,3
1874,Fight Fire With Fire,Metallica,285753,9420856,0.99,154,1,3
1875,Ride The Lightning,Metallica,397740,13055884,0.99,154,1,3
1876,For Whom The Bell Tolls,Metallica,311719,10159725,0.99,154,1,3
1877,Fade To Black,Metallica,414824,13531954,0.99,154,1,3
1878,Trapped Under Ice,Metallica,244532,7975942,0.99,154,1,3
1879,Escape,Metallica,264359,8652332,0.99,154,1,3
1880,Creeping Death,Metallica,396878,12955593,0.99,154,1,3
1881,The Call Of Ktulu,Metallica,534883,17486240,0.99,154,1,3
1882,Frantic,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,350458,11510849,0.99,155,1,3
1883,St. Anger,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,441234,14363779,0.99,155,1,3
1884,Some Kind Of Monster,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,505626,16557497,0.99,155,1,3
1885,Dirty Window,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,324989,10670604,0.99,155,1,3
1886,Invisible Kid,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,510197,16591800,0.99,155,1,3
1887,My World,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,345626,11253756,0.99,155,1,3
1888,Shoot Me Again,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,430210,14093551,0.99,155,1,3
1889,Sweet Amber,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,327235,10616595,0.99,155,1,3
1890,The Unnamed Feeling,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,429479,14014582,0.99,155,1,3
1891,Purify,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,314017,10232537,0.99,155,1,3
1892,All Within My Hands,Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich,527986,17162741,0.99,155,1,3
1893,Blackened,"James Hetfield, Lars Ulrich & Jason Newsted",403382,13254874,0.99,156,1,3
1894,...And Justice For All,"James Hetfield, Lars Ulrich & Kirk Hammett",585769,19262088,0.99,156,1,3
1895,Eye Of The Beholder,"James Hetfield, Lars Ulrich & Kirk Hammett",385828,12747894,0.99,156,1,3
1896,One,James Hetfield & Lars Ulrich,446484,14695721,0.99,156,1,3
1897,The Shortest Straw,James Hetfield and Lars Ulrich,395389,13013990,0.99,156,1,3
1898,Harvester Of Sorrow,James Hetfield and Lars Ulrich,345547,11377339,0.99,156,1,3
1899,The Frayed Ends Of Sanity,"James Hetfield, Lars Ulrich and Kirk Hammett",464039,15198986,0.99,156,1,3
1900,To Live Is To Die,"James Hetfield, Lars Ulrich and Cliff Burton",588564,19243795,0.99,156,1,3
1901,Dyers Eve,"James Hetfield, Lars Ulrich and Kirk Hammett",313991,10302828,0.99,156,1,3
1902,Springsville,J. Carisi,207725,6776219,0.99,157,1,2
1903,The Maids Of Cadiz,L. Delibes,233534,7505275,0.99,157,1,2
1904,The Duke,Dave Brubeck,214961,6977626,0.99,157,1,2
1905,My Ship,"Ira Gershwin, Kurt Weill",268016,8581144,0.99,157,1,2
1906,Miles Ahead,"Miles Davis, Gil Evans",209893,6807707,0.99,157,1,2
1907,Blues For Pablo,Gil Evans,318328,10218398,0.99,157,1,2
1908,New Rhumba,A. Jamal,276871,8980400,0.99,157,1,2
1909,The Meaning Of The Blues,"R. Troup, L. Worth",168594,5395412,0.99,157,1,2
1910,Lament,J.J. Johnson,134191,4293394,0.99,157,1,2
1911,I Don't Wanna Be Kissed (By Anyone But You),"H. Spina, J. Elliott",191320,6219487,0.99,157,1,2
1912,Springsville (Alternate Take),J. Carisi,196388,6382079,0.99,157,1,2
1913,Blues For Pablo (Alternate Take),Gil Evans,212558,6900619,0.99,157,1,2
1914,The Meaning Of The Blues/Lament (Alternate Take),"J.J. Johnson/R. Troup, L. Worth",309786,9912387,0.99,157,1,2
1915,I Don't Wanna Be Kissed (By Anyone But You) (Alternate Take),"H. Spina, J. Elliott",192078,6254796,0.99,157,1,2
1916,Coração De Estudante,"Wagner Tiso, Milton Nascimento",238550,7797308,0.99,158,1,7
1917,A Noite Do Meu Bem,Dolores Duran,220081,7125225,0.99,158,1,7
1918,Paisagem Na Janela,"Lô Borges, Fernando Brant",197694,6523547,0.99,158,1,7
1919,Cuitelinho,Folclore,209397,6803970,0.99,158,1,7
1920,Caxangá,"Milton Nascimento, Fernando Brant",245551,8144179,0.99,158,1,7
1921,Nos Bailes Da Vida,"Milton Nascimento, Fernando Brant",275748,9126170,0.99,158,1,7
1922,Menestrel Das Alagoas,"Milton Nascimento, Fernando Brant",199758,6542289,0.99,158,1,7
1923,Brasil,"Milton Nascimento, Fernando Brant",155428,5252560,0.99,158,1,7
1924,Canção Do Novo Mundo,"Beto Guedes, Ronaldo Bastos",215353,7032626,0.99,158,1,7
1925,Um Gosto De Sol,"Milton Nascimento, Ronaldo Bastos",307200,9893875,0.99,158,1,7
1926,Solar,"Milton Nascimento, Fernando Brant",156212,5098288,0.99,158,1,7
1927,Para Lennon E McCartney,"Lô Borges, Márcio Borges, Fernando Brant",321828,10626920,0.99,158,1,7
1928,"Maria, Maria","Milton Nascimento, Fernando Brant",72463,2371543,0.99,158,1,7
1929,Minas,"Milton Nascimento, Caetano Veloso",152293,4921056,0.99,159,1,7
1930,"Fé Cega, Faca Amolada","Milton Nascimento, Ronaldo Bastos",278099,9258649,0.99,159,1,7
1931,Beijo Partido,Toninho Horta,229564,7506969,0.99,159,1,7
1932,Saudade Dos Aviões Da Panair (Conversando No Bar),"Milton Nascimento, Fernando Brant",268721,8805088,0.99,159,1,7
1933,Gran Circo,"Milton Nascimento, Márcio Borges",251297,8237026,0.99,159,1,7
1934,Ponta de Areia,"Milton Nascimento, Fernando Brant",272796,8874285,0.99,159,1,7
1935,Trastevere,"Milton Nascimento, Ronaldo Bastos",265665,8708399,0.99,159,1,7
1936,Idolatrada,"Milton Nascimento, Fernando Brant",286249,9426153,0.99,159,1,7
1937,Leila (Venha Ser Feliz),Milton Nascimento,209737,6898507,0.99,159,1,7
1938,Paula E Bebeto,"Milton Nascimento, Caetano Veloso",135732,4583956,0.99,159,1,7
1939,Simples,Nelson Angelo,133093,4326333,0.99,159,1,7
1940,Norwegian Wood,"John Lennon, Paul McCartney",413910,13520382,0.99,159,1,7
1941,Caso Você Queira Saber,"Beto Guedes, Márcio Borges",205688,6787901,0.99,159,1,7
1942,Ace Of Spades,Clarke/Kilmister/Taylor,169926,5523552,0.99,160,1,3
1943,Love Me Like A Reptile,Clarke/Kilmister/Taylor,203546,6616389,0.99,160,1,3
1944,Shoot You In The Back,Clarke/Kilmister/Taylor,160026,5175327,0.99,160,1,3
1945,Live To Win,Clarke/Kilmister/Taylor,217626,7102182,0.99,160,1,3
1946,Fast And Loose,Clarke/Kilmister/Taylor,203337,6643350,0.99,160,1,3
1947,(We Are) The Road Crew,Clarke/Kilmister/Taylor,192600,6283035,0.99,160,1,3
1948,Fire Fire,Clarke/Kilmister/Taylor,164675,5416114,0.99,160,1,3
1949,Jailbait,Clarke/Kilmister/Taylor,213916,6983609,0.99,160,1,3
1950,Dance,Clarke/Kilmister/Taylor,158432,5155099,0.99,160,1,3
1951,Bite The Bullet,Clarke/Kilmister/Taylor,98115,3195536,0.99,160,1,3
1952,The Chase Is Better Than The Catch,Clarke/Kilmister/Taylor,258403,8393310,0.99,160,1,3
1953,The Hammer,Clarke/Kilmister/Taylor,168071,5543267,0.99,160,1,3
1954,Dirty Love,Clarke/Kilmister/Taylor,176457,5805241,0.99,160,1,3
1955,Please Don't Touch,Heath/Robinson,169926,5557002,0.99,160,1,3
1956,Emergency,Dufort/Johnson/McAuliffe/Williams,180427,5828728,0.99,160,1,3
1957,Kir Royal,Mônica Marianno,234788,7706552,0.99,161,1,16
1958,O Que Vai Em Meu Coração,Mônica Marianno,255373,8366846,0.99,161,1,16
1959,Aos Leões,Mônica Marianno,234684,7790574,0.99,161,1,16
1960,Dois Índios,Mônica Marianno,219271,7213072,0.99,161,1,16
1961,Noite Negra,Mônica Marianno,206811,6819584,0.99,161,1,16
1962,Beijo do Olhar,Mônica Marianno,252682,8369029,0.99,161,1,16
1963,É Fogo,Mônica Marianno,194873,6501520,0.99,161,1,16
1964,Já Foi,Mônica Marianno,245681,8094872,0.99,161,1,16
1965,Só Se For Pelo Cabelo,Mônica Marianno,238288,8006345,0.99,161,1,16
1966,No Clima,Mônica Marianno,249495,8362040,0.99,161,1,16
1967,A Moça e a Chuva,Mônica Marianno,274625,8929357,0.99,161,1,16
1968,Demorou!,Mônica Marianno,39131,1287083,0.99,161,1,16
1969,Bitter Pill,Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil,266814,8666786,0.99,162,1,3
1970,Enslaved,Mick Mars/Nikki Sixx/Tommy Lee,269844,8789966,0.99,162,1,3
1971,"Girls, Girls, Girls",Mick Mars/Nikki Sixx/Tommy Lee,270288,8874814,0.99,162,1,3
1972,Kickstart My Heart,Nikki Sixx,283559,9237736,0.99,162,1,3
1973,Wild Side,Nikki Sixx/Tommy Lee/Vince Neil,276767,9116997,0.99,162,1,3
1974,Glitter,Bryan Adams/Nikki Sixx/Scott Humphrey,340114,11184094,0.99,162,1,3
1975,Dr. Feelgood,Mick Mars/Nikki Sixx,282618,9281875,0.99,162,1,3
1976,Same Ol' Situation,Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil,254511,8283958,0.99,162,1,3
1977,Home Sweet Home,Nikki Sixx/Tommy Lee/Vince Neil,236904,7697538,0.99,162,1,3
1978,Afraid,Nikki Sixx,248006,8077464,0.99,162,1,3
1979,Don't Go Away Mad (Just Go Away),Mick Mars/Nikki Sixx,279980,9188156,0.99,162,1,3
1980,Without You,Mick Mars/Nikki Sixx,268956,8738371,0.99,162,1,3
1981,Smokin' in The Boys Room,Cub Coda/Michael Lutz,206837,6735408,0.99,162,1,3
1982,Primal Scream,Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil,286197,9421164,0.99,162,1,3
1983,Too Fast For Love,Nikki Sixx,200829,6580542,0.99,162,1,3
1984,Looks That Kill,Nikki Sixx,240979,7831122,0.99,162,1,3
1985,Shout At The Devil,Nikki Sixx,221962,7281974,0.99,162,1,3
1986,Intro,Kurt Cobain,52218,1688527,0.99,163,1,1
1987,School,Kurt Cobain,160235,5234885,0.99,163,1,1
1988,Drain You,Kurt Cobain,215196,7013175,0.99,163,1,1
1989,Aneurysm,Nirvana,271516,8862545,0.99,163,1,1
1990,Smells Like Teen Spirit,Nirvana,287190,9425215,0.99,163,1,1
1991,Been A Son,Kurt Cobain,127555,4170369,0.99,163,1,1
1992,Lithium,Kurt Cobain,250017,8148800,0.99,163,1,1
1993,Sliver,Kurt Cobain,116218,3784567,0.99,163,1,1
1994,Spank Thru,Kurt Cobain,190354,6186487,0.99,163,1,1
1995,Scentless Apprentice,Nirvana,211200,6898177,0.99,163,1,1
1996,Heart-Shaped Box,Kurt Cobain,281887,9210982,0.99,163,1,1
1997,Milk It,Kurt Cobain,225724,7406945,0.99,163,1,1
1998,Negative Creep,Kurt Cobain,163761,5354854,0.99,163,1,1
1999,Polly,Kurt Cobain,149995,4885331,0.99,163,1,1
2000,Breed,Kurt Cobain,208378,6759080,0.99,163,1,1
2001,Tourette's,Kurt Cobain,115591,3753246,0.99,163,1,1
2002,Blew,Kurt Cobain,216346,7096936,0.99,163,1,1
2003,Smells Like Teen Spirit,Kurt Cobain,301296,9823847,0.99,164,1,1
2004,In Bloom,Kurt Cobain,254928,8327077,0.99,164,1,1
2005,Come As You Are,Kurt Cobain,219219,7123357,0.99,164,1,1
2006,Breed,Kurt Cobain,183928,5984812,0.99,164,1,1
2007,Lithium,Kurt Cobain,256992,8404745,0.99,164,1,1
2008,Polly,Kurt Cobain,177031,5788407,0.99,164,1,1
2009,Territorial Pissings,Kurt Cobain,143281,4613880,0.99,164,1,1
2010,Drain You,Kurt Cobain,223973,7273440,0.99,164,1,1
2011,Lounge Act,Kurt Cobain,156786,5093635,0.99,164,1,1
2012,Stay Away,Kurt Cobain,212636,6956404,0.99,164,1,1
2013,On A Plain,Kurt Cobain,196440,6390635,0.99,164,1,1
2014,Something In The Way,Kurt Cobain,230556,7472168,0.99,164,1,1
2015,Time,,96888,3124455,0.99,165,1,1
2016,P.S.Apareça,,209188,6842244,0.99,165,1,1
2017,Sangue Latino,,223033,7354184,0.99,165,1,1
2018,Folhas Secas,,161253,5284522,0.99,165,1,1
2019,Poeira,,267075,8784141,0.99,165,1,1
2020,Mágica,,233743,7627348,0.99,165,1,1
2021,Quem Mata A Mulher Mata O Melhor,,262791,8640121,0.99,165,1,1
2022,Mundaréu,,217521,7158975,0.99,165,1,1
2023,O Braço Da Minha Guitarra,,258351,8469531,0.99,165,1,1
2024,Deus,,284160,9188110,0.99,165,1,1
2025,Mãe Terra,,306625,9949269,0.99,165,1,1
2026,Às Vezes,,330292,10706614,0.99,165,1,1
2027,Menino De Rua,,329795,10784595,0.99,165,1,1
2028,Prazer E Fé,,214831,7031383,0.99,165,1,1
2029,Elza,,199105,6517629,0.99,165,1,1
2030,Requebra,,240744,8010811,0.99,166,1,7
2031,Nossa Gente (Avisa Là),,188212,6233201,0.99,166,1,7
2032,Olodum - Alegria Geral,,233404,7754245,0.99,166,1,7
2033,Madagáscar Olodum,,252264,8270584,0.99,166,1,7
2034,Faraó Divindade Do Egito,,228571,7523278,0.99,166,1,7
2035,Todo Amor (Asas Da Liberdade),,245133,8121434,0.99,166,1,7
2036,Denúncia,,159555,5327433,0.99,166,1,7
2037,"Olodum, A Banda Do Pelô",,146599,4900121,0.99,166,1,7
2038,Cartao Postal,,211565,7082301,0.99,166,1,7
2039,Jeito Faceiro,,217286,7233608,0.99,166,1,7
2040,Revolta Olodum,,230191,7557065,0.99,166,1,7
2041,Reggae Odoyá,,224470,7499807,0.99,166,1,7
2042,Protesto Do Olodum (Ao Vivo),,206001,6766104,0.99,166,1,7
2043,Olodum - Smile (Instrumental),,235833,7871409,0.99,166,1,7
2044,Vulcão Dub - Fui Eu,Bi Ribeira/Herbert Vianna/João Barone,287059,9495202,0.99,167,1,7
2045,O Trem Da Juventude,Herbert Vianna,225880,7507655,0.99,167,1,7
2046,Manguetown,Chico Science/Dengue/Lúcio Maia,162925,5382018,0.99,167,1,7
2047,"Um Amor, Um Lugar",Herbert Vianna,184555,6090334,0.99,167,1,7
2048,Bora-Bora,Herbert Vianna,182987,6036046,0.99,167,1,7
2049,Vai Valer,Herbert Vianna,206524,6899778,0.99,167,1,7
2050,I Feel Good (I Got You) - Sossego,James Brown/Tim Maia,244976,8091302,0.99,167,1,7
2051,Uns Dias,Herbert Vianna,240796,7931552,0.99,167,1,7
2052,Sincero Breu,C. A./C.A./Celso Alvim/Herbert Vianna/Mário Moura/Pedro Luís/Sidon Silva,208013,6921669,0.99,167,1,7
2053,Meu Erro,Herbert Vianna,188577,6192791,0.99,167,1,7
2054,Selvagem,Bi Ribeiro/Herbert Vianna/João Barone,148558,4942831,0.99,167,1,7
2055,Brasília 5:31,Herbert Vianna,178337,5857116,0.99,167,1,7
2056,Tendo A Lua,Herbert Vianna/Tet Tillett,198922,6568180,0.99,167,1,7
2057,Que País É Este,Renato Russo,216685,7137865,0.99,167,1,7
2058,Navegar Impreciso,Herbert Vianna,262870,8761283,0.99,167,1,7
2059,Feira Moderna,Beto Guedes/Fernando Brant/L Borges,182517,6001793,0.99,167,1,7
2060,Tequila - Lourinha Bombril (Parate Y Mira),Bahiano/Chuck Rio/Diego Blanco/Herbert Vianna,255738,8514961,0.99,167,1,7
2061,Vamo Batê Lata,Herbert Vianna,228754,7585707,0.99,167,1,7
2062,Life During Wartime,Chris Frantz/David Byrne/Jerry Harrison/Tina Weymouth,259186,8543439,0.99,167,1,7
2063,Nebulosa Do Amor,Herbert Vianna,203415,6732496,0.99,167,1,7
2064,Caleidoscópio,Herbert Vianna,256522,8484597,0.99,167,1,7
2065,Trac Trac,Fito Paez/Herbert Vianna,231653,7638256,0.99,168,1,7
2066,Tendo A Lua,Herbert Vianna/Tetê Tillet,219585,7342776,0.99,168,1,7
2067,Mensagen De Amor (2000),Herbert Vianna,183588,6061324,0.99,168,1,7
2068,Lourinha Bombril,Bahiano/Diego Blanco/Herbert Vianna,159895,5301882,0.99,168,1,7
2069,La Bella Luna,Herbert Vianna,192653,6428598,0.99,168,1,7
2070,Busca Vida,Herbert Vianna,176431,5798663,0.99,168,1,7
2071,Uma Brasileira,Carlinhos Brown/Herbert Vianna,217573,7280574,0.99,168,1,7
2072,Luis Inacio (300 Picaretas),Herbert Vianna,198191,6576790,0.99,168,1,7
2073,Saber Amar,Herbert Vianna,202788,6723733,0.99,168,1,7
2074,Ela Disse Adeus,Herbert Vianna,226298,7608999,0.99,168,1,7
2075,O Amor Nao Sabe Esperar,Herbert Vianna,241084,8042534,0.99,168,1,7
2076,Aonde Quer Que Eu Va,Herbert Vianna/Paulo Sérgio Valle,258089,8470121,0.99,168,1,7
2077,Caleidoscópio,,211330,7000017,0.99,169,1,7
2078,Óculos,,219271,7262419,0.99,169,1,7
2079,Cinema Mudo,,227918,7612168,0.99,169,1,7
2080,Alagados,,302393,10255463,0.99,169,1,7
2081,Lanterna Dos Afogados,,190197,6264318,0.99,169,1,7
2082,Melô Do Marinheiro,,208352,6905668,0.99,169,1,7
2083,Vital E Sua Moto,,210207,6902878,0.99,169,1,7
2084,O Beco,,189178,6293184,0.99,169,1,7
2085,Meu Erro,,208431,6893533,0.99,169,1,7
2086,Perplexo,,161175,5355013,0.99,169,1,7
2087,Me Liga,,229590,7565912,0.99,169,1,7
2088,Quase Um Segundo,,275644,8971355,0.99,169,1,7
2089,Selvagem,,245890,8141084,0.99,169,1,7
2090,Romance Ideal,,250070,8260477,0.99,169,1,7
2091,Será Que Vai Chover?,,337057,11133830,0.99,169,1,7
2092,SKA,,148871,4943540,0.99,169,1,7
2093,Bark at the Moon,O. Osbourne,257252,4601224,0.99,170,2,1
2094,I Don't Know,"B. Daisley, O. Osbourne & R. Rhoads",312980,5525339,0.99,171,2,1
2095,Crazy Train,"B. Daisley, O. Osbourne & R. Rhoads",295960,5255083,0.99,171,2,1
2096,Flying High Again,"L. Kerslake, O. Osbourne, R. Daisley & R. Rhoads",290851,5179599,0.99,172,2,1
2097,"Mama, I'm Coming Home","L. Kilmister, O. Osbourne & Z. Wylde",251586,4302390,0.99,173,2,1
2098,No More Tears,"J. Purdell, M. Inez, O. Osbourne, R. Castillo & Z. Wylde",444358,7362964,0.99,173,2,1
2099,I Don't Know,"O. Osbourne, R. Daisley, R. Rhoads",283088,9207869,0.99,174,1,3
2100,Crazy Train,"O. Osbourne, R. Daisley, R. Rhoads",322716,10517408,0.99,174,1,3
2101,Believer,"O. Osbourne, R. Daisley, R. Rhoads",308897,10003794,0.99,174,1,3
2102,Mr. Crowley,"O. Osbourne, R. Daisley, R. Rhoads",344241,11184130,0.99,174,1,3
2103,Flying High Again,"O. Osbourne, R. Daisley, R. Rhoads, L. Kerslake",261224,8481822,0.99,174,1,3
2104,Relvelation (Mother Earth),"O. Osbourne, R. Daisley, R. Rhoads",349440,11367866,0.99,174,1,3
2105,Steal Away (The Night),"O. Osbourne, R. Daisley, R. Rhoads",485720,15945806,0.99,174,1,3
2106,Suicide Solution (With Guitar Solo),"O. Osbourne, R. Daisley, R. Rhoads",467069,15119938,0.99,174,1,3
2107,Iron Man,"A. F. Iommi, W. Ward, T. Butler, J. Osbourne",172120,5609799,0.99,174,1,3
2108,Children Of The Grave,"A. F. Iommi, W. Ward, T. Butler, J. Osbourne",357067,11626740,0.99,174,1,3
2109,Paranoid,"A. F. Iommi, W. Ward, T. Butler, J. Osbourne",176352,5729813,0.99,174,1,3
2110,Goodbye To Romance,"O. Osbourne, R. Daisley, R. Rhoads",334393,10841337,0.99,174,1,3
2111,No Bone Movies,"O. Osbourne, R. Daisley, R. Rhoads",249208,8095199,0.99,174,1,3
2112,Dee,R. Rhoads,261302,8555963,0.99,174,1,3
2113,Shining In The Light,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",240796,7951688,0.99,175,1,1
2114,When The World Was Young,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",373394,12198930,0.99,175,1,1
2115,Upon A Golden Horse,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",232359,7594829,0.99,175,1,1
2116,Blue Train,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",405028,13170391,0.99,175,1,1
2117,Please Read The Letter,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",262112,8603372,0.99,175,1,1
2118,Most High,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",336535,10999203,0.99,175,1,1
2119,Heart In Your Hand,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",230896,7598019,0.99,175,1,1
2120,Walking Into Clarksdale,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",318511,10396315,0.99,175,1,1
2121,Burning Up,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",321619,10525136,0.99,175,1,1
2122,When I Was A Child,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",345626,11249456,0.99,175,1,1
2123,House Of Love,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",335699,10990880,0.99,175,1,1
2124,Sons Of Freedom,"Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",246465,8087944,0.99,175,1,1
